doi,key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,keywords,pubmed_id,pmc_id,screener
10.1109/GCCE50665.2020.9291998,rayyan-471521501,Evolution of Mate-choice Copying Adapted to Environmental Changes,2020,NA,NA,"2020 IEEE 9th Global Conference on Consumer Electronics, GCCE 2020",NA,NA,NA,140 - 143,"Ozeki, Kosuke and Mutoh, Atsuko and Moriyama, Koichi and Matsui, Tohgoroh and Inuzuka, Nobuhiro",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099339061&doi=10.1109%2FGCCE50665.2020.9291998&partnerID=40&md5=cfe8114f8fcad0df537ce0cdb36c070c,NA,NA,NA,"Nonindependent mate choice occurs when a female is influenced in her choice of a mate by her social environment. Mate-choice copying (MCC) is a typical example of nonindependent mate choice wherein mating decisions are influenced by observing the mating preferences of other individuals of the same species. It is an inheritable trait, and copiers and noncopiers exist in the same species. This means that MCC has both advantages and disadvantages. Furthermore, the advantages of MCC are confirmed, but the disadvantages are not. For this reason, we clarified the disadvantages of MCC and considered the nature of MCC. Since MCC causes the synchronization of mating preferences in a species, the diversity of the species decreases. Therefore, we used scenarios of different environmental changes to examine the disadvantages of MCC. In this work, we simulated MCC behavior using an agent-based model consisting of the imported MCC gene and female preferences influenced by the mate choices of other individuals as a meme. Only those agents with the MCC gene could imitate the mate choice of other females, and imitation of mate choice implied that a female imitates the gene trait of a male who is the most popular with her preference meme in our proposed model. We reproduced environmental changes in this model and explored the disadvantages of MCC. Experimental results revealed a disadvantage of MCC, and we discuss the trigger of MCC focusing on the experimental environment. © 2020 IEEE. | SCO_04_DaviesEtAlOriginalRayyanFormatted.csv",Cited by: 1,Autonomous agents; Computational methods; Agent-based model; Environmental change; Experimental e...,NA,NA,Hao
10.1006/anbe.1995.0048,rayyan-471522078,Extended song learning in wild European starlings,1995,NA,NA,Animal Behaviour,NA,49,2,357 - 366,"Mountjoy, D. James and Lemon, Robert E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029103757&doi=10.1006%2Fanbe.1995.0048&partnerID=40&md5=7484e01c9098dce7d178f6d176029ef5,NA,NA,NA,"The songs of wild adult European starlings, Sturnus vulgaris, were recorded over successive years to determine whether repertoire size and composition changed between years. Repertoire-size estimates increased between the first and last year of recording for five of seven males that were at least 2 years old when first recorded. All seven birds showed extensive changes in the composition of their repertoires. Many phrase types were dropped from the repertoire, and others were modified. All birds added many new phrase types to their repertoires between years. These results indicate that extended song learning occurs in adult starlings, even in birds that are at least 4 years old, and that repertoire size is correlated with age in this species. The influence of song repertoire size on male-male competition and possibly female mate choice may be related to its value as an indicator of male age. © 1995 The Association for the Study of Animal Behaviour. | SCO_04_DaviesEtAlOriginalRayyanFormatted.csv; WoS_03_DaviesEtAlOriginalRayyanFormatted.csv",Cited by: 85,NA,NA,NA,Hao
10.1098/rsos.150019,rayyan-471509533,"Mountain chickadees from different elevations sing different songs: acoustic adaptation, temporal drift or signal of local adaptation?",2015,4,NA,ROYAL SOCIETY OPEN SCIENCE,2054-5703,2,4,NA,"Branch, Carrie L. and Pravosudov, Vladimir V.",NA,NA,NA,NA,"Song in songbirds is widely thought to function in mate choice and male-male competition. Song is also phenotypically plastic and typically learned from local adults; therefore, it varies across geographical space and can serve as a cue for an individual's location of origin, with females commonly preferring males from their respective location. Geographical variation in song dialect may reflect acoustic adaptation to different environments and/or serve as a signal of local adaptation. In montane environments, environmental differences can occur over an elevation gradient, favouring local adaptations across small spatial scales. We tested whether food caching mountain chickadees, known to exhibit elevation-related differences in food caching intensity, spatial memory and the hippocampus, also sing different dialects despite continuous distribution and close proximity. Male songs were collected from high and low elevations at two different mountains (separated by 35 km) to test whether song differs between elevations and/or between adjacent populations at each mountain. Song structure varied significantly between high and low elevation adjacent populations from the same mountain and between populations from different mountains at the same elevations, despite a continuous distribution across each mountain slope. These results suggest that elevation-related differences in song structure in chickadees might serve as a signal for local adaptation. | WoS_03_DaviesEtAlOriginalRayyanFormatted.csv",NA,NA,NA,NA,Hao
10.3389/fevo.2021.749495,rayyan-471521469,"Mate Choice, Sex Roles and Sexual Cognition in Vertebrates: Mate Choice Turns Cognition or Cognition Turns Mate Choice?",2021,NA,NA,Frontiers in Ecology and Evolution,NA,9,NA,NA,"Fuss, Theodora",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119533157&doi=10.3389%2Ffevo.2021.749495&partnerID=40&md5=264511f8ff4de0ce0b4a22ed89a692a2,NA,NA,NA,"The idea of “smart is sexy,” meaning superior cognition provides competitive benefits in mate choice and, therefore, evolutionary advantages in terms of reproductive fitness, is both exciting and captivating. Cognitively flexible individuals perceive and adapt more dynamically to (unpredictable) environmental changes. The sex roles that females and males adopt within their populations can vary greatly in response to the prevalent mating system. Based on how cognition determines these grossly divergent sex roles, different selection pressures could possibly shape the (progressive) evolution of cognitive abilities, suggesting the potential to induce sexual dimorphisms in superior cognitive abilities. Associations between an individual’s mating success, sexual traits and its cognitive abilities have been found consistently across vertebrate species and taxa, providing evidence that sexual selection may well shape the supporting cognitive prerequisites. Yet, while superior cognitive abilities provide benefits such as higher feeding success, improved antipredator behavior, or more favorable mate choice, they also claim costs such as higher energy levels and metabolic rates, which in turn may reduce fecundity, growth, or immune response. There is compelling evidence in a variety of vertebrate taxa that females appear to prefer skilled problem-solver males, i.e., they prefer those that appear to have better cognitive abilities. Consequently, cognition is also likely to have substantial effects on sexual selection processes. How the choosing sex assesses the cognitive abilities of potential mates has not been explored conclusively yet. Do cognitive skills guide an individual’s mate choice and does learning change an individual’s mate choice decisions? How and to which extent do individuals use their own cognitive skills to assess those of their conspecifics when choosing a mate? How does an individual’s role within a mating system influence the choice of the choosing sex in this context? Drawing on several examples from the vertebrate world, this review aims to elucidate various aspects associated with cognitive sex differences, the different roles of males and females in social and sexual interactions, and the potential influence of cognition on mate choice decisions. Finally, future perspectives aim to identify ways to answer the central question of how the triad of sex, cognition, and mate choice interacts. © Copyright © 2021 Fuss. | SCO_04_DaviesEtAlOriginalRayyanFormatted.csv; WoS_03_DaviesEtAlOriginalRayyanFormatted.csv",Cited by: 7; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,NA,NA,NA,Hao
10.1093/czoolo/61.6.1015,rayyan-471521651,"The complexities of female mate choice and male polymorphisms: Elucidating the role of genetics, age, and mate-choice copying",2015,NA,NA,Current Zoology,NA,61,6,1015 - 1035,"Fowler-Finn, Kasey D. and Sullivan-Beckers, Laura E. and Runck, Amy M. and Hebets, Eileen A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947545735&doi=10.1093%2Fczoolo%2F61.6.1015&partnerID=40&md5=66777513ddaad82df95f6549c179d4f0,NA,NA,NA,"Genetic, life history, and environmental factors dictate patterns of variation in sexual traits within and across populations, and thus the action and outcome of sexual selection. This study explores patterns of inheritance, diet, age, and mate-choice copying on the expression of male sexual signals and associated female mate choice in a phenotypically diverse group of Schizocosa wolf spiders. Focal spiders exhibit one of two male phenotypes: ‘ornamented’ males possess large black brushes on their fo-relegs, and ‘non-ornamented’ males possess no brushes. Using a quantitative genetics breeding design in a mixed population of ornamented/non-ornamented males, we found a strong genetic basis to male phenotype and female choice. We also found that some ornamented males produced some sons with large brushes and others with barely visible brushes. Results of diet manipulations and behavioral mating trials showed no influence of diet on male phenotype or female mate choice. Age post maturation, however, influenced mate choice, with younger females being more likely to mate with ornamented males. A mate-choice copying experiment found that, following observations of another female’s mate choice/copulation, virgin mature females tended to match the mate choice (ornamented vs. non-ornamented males) of the females they observed. Finally, analyses of genetic variation across phenotypically pure (only one male phenotype present) vs. mixed (both phenotypes present) populations revealed genetic distinction between phenotypes in phenotypically-pure populations, but no distinctionin phenotypically-mixed populations. The difference in patterns of genetic differentiation and mating across geographic locations suggests a complex network of factors contributing to the outcome of sexual selection. © 2015 Current Zoology. | SCO_04_DaviesEtAlOriginalRayyanFormatted.csv; WoS_01_JonesDuvalOriginalRayyanFormatted.csv; WoS_03_DaviesEtAlOriginalRayyanFormatted.csv",Cited by: 20; All Open Access; Gold Open Access,NA,NA,NA,Hao
10.1007/s10071-021-01550-z,rayyan-471521456,Odor-based mate choice copying in deer mice is not affected by familiarity or kinship,2022,NA,NA,Animal Cognition,NA,25,2,241 - 248,"Kavaliers, Martin and Bishnoi, Indra R. and Ossenkopp, Klaus Peter and Choleris, Elena",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112555834&doi=10.1007%2Fs10071-021-01550-z&partnerID=40&md5=07cbe55ba1c5aeffb081a0ce9b193121,NA,NA,NA,"Individuals pay attention to the social and mate decisions of others and use these to determine their own choices, displaying mate choice copying. The present study with deer mice, Peromyscus maniculatus, showed that females copied the odor preferences and appetitive components of the mate choice of other females. It was found that an association between male and female odors, which is indicative of the apparent interest expressed by a female in a male, enhanced the preference of another female for the odors of that male. This socially learned odor preference lasted for at least 24 h and extended to a preference for the actual male that was the odor source. Neither kinship nor prior familiarity with the female whose odor was presented had a significant influence on the degree of odor-based mate choice copying displayed. These findings show that female deer mice can engage in mate choice copying using the odor-based social interest and mate choice of other females. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature. | SCO_04_DaviesEtAlOriginalRayyanFormatted.csv; WoS_01_JonesDuvalOriginalRayyanFormatted.csv; WoS_03_DaviesEtAlOriginalRayyanFormatted.csv",Cited by: 3,fragrance; animal; decision making; female; learning; male; Peromyscus; reproduction; Animals; Ch...;Psychology; Reproduction,NA,NA,Hao
10.1086/428301,rayyan-471521980,Mate-choice copying as Bayesian decision making,2005,NA,NA,American Naturalist,NA,165,3,403 - 410,"Uehara, Takashi and Yokomizo, Hiroyuki and Iwasa, Yoh",https://www.scopus.com/inward/record.uri?eid=2-s2.0-15944365223&doi=10.1086%2F428301&partnerID=40&md5=bd98adc55c5989130334fd7a69a8862c,NA,NA,NA,"Mate-choice copying by females has been reported in fishes (e.g., guppies) and lekking birds. Presumably, females assess males' quality using both information from direct observation of males and information acquired by observing other females' choices. Here, we study mathematically the conditions under which mate-choice copying is advantageous on the basis of Bayesian decision theory. A female may observe the mate choice of another female, called the model female, who has performed an optimal choice based on her own judgment. The conditions required for the focal female to choose the same mate as that chosen by the model female should depend on the male's appearance to her, the reliability of her own judgment of male quality, and the reliability of the model females. When three or more females are involved, the optimal mate choice critically depends on whether multiple model females make decisions independently or they themselves copy the choices of others. If two equally reliable females choose different males, the choice of the second female, made knowing the choice of the first, should have a stronger effect on the choice of the third (focal) female. This """"last-choice precedence"""" should be tested experimentally. © 2005 by The University of Chicago. All rights reserved. | SCO_04_DaviesEtAlOriginalRayyanFormatted.csv; WoS_01_JonesDuvalOriginalRayyanFormatted.csv; WoS_03_DaviesEtAlOriginalRayyanFormatted.csv",Cited by: 16,decision making; female behavior; mate choice; animal; article; Bayes theorem; biological model; ...;Biological; Sexual Behavior;Animal,NA,NA,Hao
10.1037/0735-7036.122.4.335,rayyan-471521900,Discrimination of Face-Like Patterns in the Giant Panda (Ailuropoda melanoleuca),2008,NA,NA,Journal of Comparative Psychology,NA,122,4,335 - 343,"Dungl, Eveline and Schratter, Dagmar and Huber, Ludwig",https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349167653&doi=10.1037%2F0735-7036.122.4.335&partnerID=40&md5=4eec3ea9d2c18698c4b022ac90003f7f,NA,NA,NA,"The black-and-white pattern of the giant panda's (Ailuropoda melanoleuca) fur is a conspicuous signal and may be used for mate-choice and intraspecific communication. Here the authors examined whether they have the perceptual and cognitive potential to make use of this information. Two juvenile subjects were trained on several discrimination problems in steps of increasing difficulty, whereby the stimuli required to discriminate ranged from geometric figures to pairs of differently orientated ellipses, pairs of ellipses with the same orientation but different angles, and finally discrimination of panda-like eye-mask patterns that differed only subtly in shape. Not only did both subjects achieve significant levels of discrimination in all these tasks, they also remembered discriminations for 6 months or even 1 year after the first presentation. Thus this study provided the first solid evidence of sufficient visual and cognitive potential in the giant panda to use the fur pattern or the facial masks for individual recognition, social communication, and perhaps, mate choice. © 2008 American Psychological Association. | SCO_04_DaviesEtAlOriginalRayyanFormatted.csv",Cited by: 22,animal; animal communication; article; bear; discrimination learning; face; female; male; marriag...;Visual; Ursidae,NA,NA,Hao
10.1016/j.evolhumbehav.2023.09.002,rayyan-471521414,"Prestige, conformity and gender consistency support a broad-context mechanism underpinning mate-choice copying",2024,NA,NA,Evolution and Human Behavior,NA,45,1,58 - 65,"Foreman, Melanie and Morgan, Thomas J.H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171384007&doi=10.1016%2Fj.evolhumbehav.2023.09.002&partnerID=40&md5=f58cc4bc96d079474c82738d7af4f963,NA,NA,NA,"Mate choice is a fitness-relevant decision, that can be informed by the mate choices of others. Such mate-choice copying has been documented across multiple species, including humans. However, so has copying in many other contexts. As such, the exent to which mate-choice copying is underpinned by the same psychological mechanisms as copying in other contexts remains unclear. To test these hypotheses, we conducted an online experiment (recruiting from M-Turk, n = 165) to examine whether human mate choice copying is prestige and/or conformist biased (both of which are documented in other domains), and whether it differs between men and women. If mate choice copying is underpinned by broad-context mechanisms, we predict it will be similar in men and women, with both groups also exhibiting prestige-biased and conformist transmission. Our results match these predictions, exhibiting no evidence of a difference in mate-choice copying between men and women, and evidence of prestige-biased and conformist transmission. These results suggest that mate choice copying is the product of adaptive, broad-context copying mechanisms. © 2023 Elsevier Inc. | SCO_04_DaviesEtAlOriginalRayyanFormatted.csv; WoS_01_JonesDuvalOriginalRayyanFormatted.csv; WoS_03_DaviesEtAlOriginalRayyanFormatted.csv",Cited by: 4,NA,NA,NA,Hao
10.1007/978-3-030-33334-8\_13,rayyan-471509210,Patterns of MHC Polymorphism in Endangered San Joaquin Kit Foxes Living in Urban and Non-urban Environments - CONSERVATION GENETICS IN MAMMALS: Integrative Research Using Novel Approaches,2020,NA,NA,NA,NA,NA,NA,269-298,"Wilbert, Tammy R. and Maldonado, Jesus E. and Tsuchiya, Mirian T. N. and Sikaroodi, Masoumeh and Cypher, Brian L. and Job, Christine Van Horn and Ralls, Katherine and Gillevet, Patrick M.",NA,NA,NA,NA,"Genes of the major histocompatibility complex (MHC) play a primary role in resistance to infectious disease and have been implicated in mate choice and recognition of close relatives. We describe genetic diversity at three MHC class II genes in urban and non-urban populations of San Joaquin kit fox (Vulpes macrotis mutica), an endangered canid endemic to Californias San Joaquin Valley. We used multi-tagged pyrosequencing synthesis to characterize genetic diversity in 96 kit foxes at three MHC class II genes, DQA1, DQB1, and DRB1. Using rigorous bioinformatics methods to limit sequencing artifacts, we identified 11 DQA alleles, 13 DQB alleles, and 29 DRB alleles, which translated into 1, 7, and 28 unique antigen-binding sites for the respective genes. The high polymorphism did not correlate with sequencing depth or sample location but was found across individuals and indicated polygenic loci for DQB (two gene copies) and DRB (three copies). A phylogeny based on all known carnivore MHC alleles resolved two major clades, one with alleles from DQA and one with alleles from DQB and DRB, regardless of the taxa. Based on Tajimas D, we found evidence of negative selection in DQA (D = -1.90) and positive selection in DRB (D = 2.36). We analyzed 48 urban kit foxes that were living in the city of Bakersfield and 48 non-urban foxes living in the nearby LoKern and Carrizo plain areas. We found similar levels of MHC allelic diversity in the urban and non-urban populations. However, many of the common DRB alleles found in the non-urban population were absent in the urban population. This could result from a founder effect or different selective pressures on the two populations. The levels of MHC diversity in the SJKF are similar to or higher than MHC diversity of more wide-spread canid species, although this subspecies has been isolated in the San Joaquin Valley for millennia and has low mtDNA haplotype diversity. Our study provides baseline data on three MHC genes that can contribute to future studies of disease resistance and mate choice in the endangered San Joaquin kit fox. | WoS_03_DaviesEtAlOriginalRayyanFormatted.csv",NA,NA,NA,NA,Hao
10.1007/s002650050571,rayyan-471509469,Relative importance of male and territory quality in pairing success of male rock ptarmigan (Lagopus mutus),1999,4,NA,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,0340-5443,45,5,355-359,"Bart, J and Earnst, SL",NA,NA,NA,NA,"We studied pairing success in male rock ptarmigan (Lagopus mutus) in northern Alaska to learn whether males obtaining more females possessed phenotypic traits that influenced female choice directly, whether these traits permitted males to obtain territories favored by females, or whether both processes occurred. The number of females per male varied from zero to three. Several male and territory traits were significantly correlated with number of females per male. We used multiple regression to obtain a single measure of male quality and a single measure of territory quality. These measures of male and territory quality correlated with each other and with male pairing success. We used path analysis to separate direct effects of male quality on pairing success from indirect effects due to high-quality males obtaining high-quality territories. Both direct and indirect pathways had significant effects on pairing success, and direct and indirect effects of male traits on pairing success were about equal. This study illustrates an analytical approach for estimating the relative importance of direct and indirect causal relationships in natural systems. | WoS_03_DaviesEtAlOriginalRayyanFormatted.csv",NA,NA,NA,NA,Hao
10.1016/j.jos.2022.06.004,rayyan-471507642,Prevalence and radiological characteristics of the dislocation of the second metatarsophalangeal joint in patients undergoing hallux valgus surgery; a matched control study,2023,7,NA,JOURNAL OF ORTHOPAEDIC SCIENCE,0949-2658,28,4,853-859,"Okuda, Ryuzo and Yoshimura, Yukiko and Shima, Hiroaki",NA,NA,NA,NA,"Background: Hallux valgus (HV) is occasionally associated with chronic subluxation or dislocation (CS/D) of the second metatarsophalangeal joint (2MTPj). The present study aimed to radiographically investigate the prevalence and characteristics of HV with CS/D of the 2MTPj compared with matched controls. Methods: Dorsoplantar and lateral weight-bearing radiographs of 79 female patients (79 feet) who had HV with an age of 50 years or more were reviewed. All feet were treated with a proximal supination osteotomy for correction of HV. CS/D of the 2MTPj was evaluated on preoperative dorsoplantar and lateral radiographs. HV and intermetatarsal (IM) angles were measured. Seventy-nine feet were divided into two groups: Group CD (16 feet) had HV with CS/D of the 2MTPj, and Group non-CD had HV without the CS/D of the 2MTPj (63 feet). The severity of HV was divided into two grades according to the HV angle: moderate deformity (Group M, 36 feet, HV angle of less than 40 \& DEG;) and severe deformity (Group S, 43 feet, HV angle of 40 \& DEG; or greater). Group CD and non-CD, and Group M and S were matched by age, gender, and BMI. Results: The prevalence of CS/D of the 2MTPj was 20.3\%. Group CD had a significantly higher HV angle (p = 0.0001) and a significantly higher IM angle (p = 0.042) than Group non-CD. The prevalence of CS/D of the 2MTPj in Group S (34.9\%) were significantly higher than that in Group M (2.8\%) (p < 0.001). Conclusions: CS/D of the 2MTPj was significantly associated with greater HV and IM angles compared with matched controls. The prevalence of CS/D of the 2MTPj (34.9\%) in Group S was significantly higher than that in Group M. Severe HV can be at higher risk of acquiring CS/D of the 2MTPj in middle-aged and older females. \& COPY; 2022 The Japanese Orthopaedic Association. Published by Elsevier B.V. All rights reserved. | WoS_01_JonesDuvalOriginalRayyanFormatted.csv",NA,NA,NA,NA,Hao
10.1007/s00265-002-0503-1,rayyan-471522018,The role of information in mate-choice copying in female sailfin mollies (Poecilia latipinna),2002,NA,NA,Behavioral Ecology and Sociobiology,NA,52,3,194 - 202,"Witte, Klaudia and Noltemeier, Bianka",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036705661&doi=10.1007%2Fs00265-002-0503-1&partnerID=40&md5=cd401abb3b7ce6d0ed9cf881e59333ff,NA,NA,NA,"Female mate choice is a complex process involving both genetic and social factors. Extrinsic cues may play a role in determining how these factors interact. Mate-choice copying is a socially influenced mate-choice strategy in which females observe other females during mate choice and choose the same male as those females. Previous studies have shown that female sailfin mollies (Poecilia latipinna) prefer larger over smaller males, and this preference is assumed to be genetically based. In this study we tested, first, whether sailfin molly females changed their mate preference in favour of smaller males when they could obtain more information by observing two model females sequentially for 5 min each or one model female for 20 min next to the smaller male. Second, we tested if females that had changed their preferences in favour of smaller males maintained this learned preference afterwards. In copying experiments, females changed their preferences in favour of smaller males both when they could observe two model females each for 5 min near by a smaller male and when they could observe one model female for 20 min near the smaller male. In the latter case, females maintained this learned preference for smaller males up to 5 weeks after the copying experiment. This shows that mate-choice copying has a long-lasting effect on mate-choice decisions in sailfin molly females and that mate-choice copying can serve as a mechanism for cultural inheritance of mate preferences in females. | SCO_04_DaviesEtAlOriginalRayyanFormatted.csv; WoS_01_JonesDuvalOriginalRayyanFormatted.csv; WoS_03_DaviesEtAlOriginalRayyanFormatted.csv",Cited by: 81,fish; information; mate choice; sexual selection; Poecilia latipinna,NA,NA,Hao
10.1016/j.neuron.2014.04.037,rayyan-471521689,Decision making: The neuroethological turn,2014,NA,NA,Neuron,NA,82,5,950 - 965,"Pearson, John M. and Watson, Karli K. and Platt, Michael Louis",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901815286&doi=10.1016%2Fj.neuron.2014.04.037&partnerID=40&md5=96afdda40c6d08a5d800d6171477da17,NA,NA,NA,"Neuroeconomics applies models from economics and psychology to inform neurobiological studies of choice. This approach has revealed neural signatures of concepts like value, risk, and ambiguity, which are known to influence decision making. Such observations have led theorists to hypothesize a single, unified decision process that mediates choice behavior via a common neural currency for outcomes like food, money, or social praise. In parallel, recent neuroethological studies of decision making have focused on natural behaviors like foraging, mate choice, and social interactions. These decisions strongly impact evolutionary fitness and thus are likely to have played a key role in shaping the neural circuits that mediate decision making. This approach has revealed a suite of computational motifs that appear to be shared across a wide variety of organisms. We argue that the existence of deep homologies in the neural circuits mediating choice may have profound implications for understanding human decision making in health and disease. Most work on the neuroscience of decision making has been based on a rational choice framework borrowed from economics. Pearson etal. review recent studies suggesting that natural behaviors may offer a more biologically grounded view that facilitates comparisons across species. © 2014 Elsevier Inc. | SCO_04_DaviesEtAlOriginalRayyanFormatted.csv",Cited by: 142; All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,dopamine; behavioral economics; biomedicine; brain function; brain nerve cell; connectome; decisi...;Behavioral; Ethology; Humans; Neuropsychology; Prefrontal Cortex; Reward,NA,NA,Hao
10.1111/mec.15471,rayyan-471507772,"High MHC gene copy number maintains diversity despite homozygosity in a Critically Endangered single-island endemic bird, but no evidence of MHC-based mate choice",2020,10,NA,MOLECULAR ECOLOGY,0962-1083,29,19,3578-3592,"Stervander, Martin and Dierickx, Elisa G. and Thorley, Jack and Brooke, M. de L. and Westerdahl, Helena",NA,NA,NA,NA,"Small population sizes can, over time, put species at risk due to the loss of genetic variation and the deleterious effects of inbreeding. Losing diversity in the major histocompatibility complex (MHC) could be particularly harmful, given its key role in the immune system. Here, we assess MHC class I (MHC-I) diversity and its effects on mate choice and survival in the Critically Endangered Raso larkAlauda razae, a species restricted to the 7 km(2)islet of Raso, Cape Verde, since similar to 1460, whose population size has dropped as low as 20 pairs. Exhaustively genotyping 122 individuals, we find no effect of MHC-I genotype/diversity on mate choice or survival. However, we demonstrate that MHC-I diversity has been maintained through extreme bottlenecks by retention of a high number of gene copies (at least 14), aided by cosegregation of multiple haplotypes comprising 2-8 linked MHC-I loci. Within-locus homozygosity is high, contributing to low population-wide diversity. Conversely, each individual had comparably many alleles, 6-16 (average 11), and the large and divergent haplotypes occur at high frequency in the population, resulting in high within-individual MHC-I diversity. This functional immune gene diversity will be of critical importance for this highly threatened species' adaptive potential. | WoS_01_JonesDuvalOriginalRayyanFormatted.csv; WoS_03_DaviesEtAlOriginalRayyanFormatted.csv",NA,NA,NA,NA,Hao
10.1038/jhg.2013.86,rayyan-471507703,"Pairomics, the omics way to mate choice",2013,10,NA,JOURNAL OF HUMAN GENETICS,1434-5161,58,10,643-656,"Dani, Sergio Ulhoa and Maerz, Winfried and Serrano Neves, Paulo Mauricio and Walter, Gerhard Franz",NA,NA,NA,NA,"The core aspects of the biology and evolution of sexual reproduction are reviewed with a focus on the diploid, sexually reproducing, outbreeding, polymorphic, unspecialized, altricial and cultural human species. Human mate choice and pair bonding are viewed as central to individuals' lives and to the evolution of the species, and genetic assistance in reproduction is viewed as a universal human right. Pairomics is defined as an emerging branch of the omics science devoted to the study of mate choice at the genomic level and its consequences for present and future generations. In pairomics, comprehensive genetic information of individual genomes is stored in a database. Computational tools are employed to analyze the mating schemes and rules that govern mating among the members of the database. Mating models and algorithms simulate the outcomes of mating any given genome with each of a number of genomes represented in the database. The analyses and simulations may help to understand mating schemes and their outcomes, and also contribute a new cue to the multicued schemes of mate choice. The scientific, medical, evolutionary, ethical, legal and social implications of pairomics are far reaching. The use of genetic information as a search tool in mate choice may influence our health, lifestyle, behavior and culture. As knowledge on genomics, population genetics and gene-environment interactions, as well as the size of genomic databases expand, so does the ability of pairomics to investigate and predict the consequences of mate choice for the present and future generations. | WoS_01_JonesDuvalOriginalRayyanFormatted.csv; WoS_03_DaviesEtAlOriginalRayyanFormatted.csv",NA,NA,NA,NA,Hao
10.1007/s40806-021-00295-9,rayyan-471521452,Women’s Sensitivity to Men’s Past Relationships: Reliable Information Use for Mate-Choice Copying in Humans,2022,NA,NA,Evolutionary Psychological Science,NA,8,2,107 - 119,"Amano, Yoichi and Wakao, Yoshinori",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112384330&doi=10.1007%2Fs40806-021-00295-9&partnerID=40&md5=16fb341974eacf24cc74333245562fbd,NA,NA,NA,"Mate-choice copying is a phenomenon whereby females assess the mate quality of males based on the mating decisions of other females. Previous studies demonstrated that the presence of a partner enhanced men’s attractiveness. Mate assessment is, however, error-prone, and the accepted male may turn out to be of poor quality after the relationship has progressed. This study extended the previous research by focusing on more reliable social information about male quality as a long-term partner: duration and interval of past relationships. Japanese female students (N = 201) were presented with a male profile containing information about past relationships, and they rated the target males as long- and short-term partners. The results confirm that information about a man’s long past relationship enhances the women’s desirability ratings for that man as a long-term partner. It was also found that a man with a long relationship was preferred by sexually inexperienced women, even in the short-term mating context, if the interval between the man’s past relationships was ﻿long﻿. The study findings show that female mate choice is influenced by information about males’ past relationships, in addition to the information about male’s past partners discussed in previous studies. The finding for short-term mating suggests that it is used as a foothold for long-term relationships by females who may have lower mate value. The findings of this study add a new aspect to the non-independent mechanism of human mate choice. © 2021, The Author(s), under exclusive licence to Springer Nature Switzerland AG. | SCO_04_DaviesEtAlOriginalRayyanFormatted.csv; WoS_01_JonesDuvalOriginalRayyanFormatted.csv; WoS_03_DaviesEtAlOriginalRayyanFormatted.csv",Cited by: 2,NA,NA,NA,Hao
10.1007/s12038-008-0030-y,rayyan-471521920,A songbird forebrain area potentially involved in auditory discrimination and memory formation,2008,NA,NA,Journal of Biosciences,NA,33,1,145 - 155,"Pinaud, Raphael R. and Terleph, Thomas A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-41649086101&doi=10.1007%2Fs12038-008-0030-y&partnerID=40&md5=a97798d8c5a4f43beae3f6258f99aa7e,NA,NA,NA,"Songbirds rely on auditory processing of natural communication signals for a number of social behaviors, including mate selection, individual recognition and the rare behavior of vocal learning - the ability to learn vocalizations through imitation of an adult model, rather than by instinct. Like mammals, songbirds possess a set of interconnected ascending and descending auditory brain pathways that process acoustic information and that are presumably involved in the perceptual processing of vocal communication signals. Most auditory areas studied to date are located in the caudomedial forebrain of the songbird and include the thalamo-recipient field L (subfields L1, L2 and L3), the caudomedial and caudolateral mesopallium (CMM and CLM, respectively) and the caudomedial nidopallium (NCM). This review focuses on NCM, an auditory area previously proposed to be analogous to parts of the primary auditory cortex in mammals. Stimulation of songbirds with auditory stimuli drives vigorous electrophysiological responses and the expression of several activity-regulated genes in NCM. Interestingly, NCM neurons are tuned to species-specific songs and undergo some forms of experience-dependent plasticity in-vivo. These activity-dependent changes may underlie long-term modifications in the functional performance of NCM and constitute a potential neural substrate for auditory discrimination. We end this review by discussing evidence that suggests that NCM may be a site of auditory memory formation and/or storage. © Indian Academy of Sciences. | SCO_04_DaviesEtAlOriginalRayyanFormatted.csv",Cited by: 49,anatomy; auditory cue; brain; gene expression; learning; memory; physiological response; songbird...,NA,NA,Hao
