source_file,key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521395,Mate choice copying behaviour in the livebearing fish Brachyrhaphis rhabdophora,2025,NA,NA,Animal Behaviour,NA,222,NA,NA,"Duffy, Alexandra Grace and Pew, Megan Gunn and Johnson, Jerald Bruce",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000158523&doi=10.1016%2Fj.anbehav.2025.123148&partnerID=40&md5=167f38a1d6fb1d4c3f1acd296862481b,NA,NA,NA,"Reliance on social learning for mating decisions (i.e. ‘mate choice copying’) is taxonomically widespread and can influence the strength of sexual selection in a population. Theory suggests that a balance of social and individual learning, as well as stable individual behaviour in the propensity to copy mate choices, may help maintain variation in mating preferences within a population. Here, we focused on the livebearing fish species Brachyrhaphis rhabdophora to test the role of social information on mate preference behaviour in this species and the stability of copying behaviour within an individual. Female observers underwent a dichotomous choice test between two female demonstrators prior to observing and choosing between two potential mates with or without social information from female demonstrators. We found that B. rhabdophora females displayed strong preferences between males regardless of access to social information. We then retested individuals approximately 1 month later and found that individuals used social information in a consistent manner between trials. Taken together, our data suggest that B. rhabdophora females consider both personal and social information when making mating decisions and that heterogeneity in copying strategies exists among individuals within a population. These findings contribute to our growing understanding of the factors that shape the evolution of socially learned mating preferences. © 2025 The Authors",Cited by: 0; All Open Access; Hybrid Gold Open Access,10.1016/j.anbehav.2025.123148,fish; heterogeneity; mate choice; mating behavior; sexual selection; social behavior,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521396,Associative learning in pairs tends to reduce individual differences in performance: An experiment with zebra finches (Taeniopygia guttata),2025,NA,NA,Behavioural Processes,NA,226,NA,NA,"Danthony, Noa and Lanaspa Pérez, Esther M. and Dubois, Frédérique",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218865515&doi=10.1016%2Fj.beproc.2025.105170&partnerID=40&md5=f54ac1c8c2423246c9594ac164bbf53a,NA,NA,NA,"The maintenance of individual differences in cognitive performance is puzzling given that cognitive performance is frequently correlated with fitness components. Cognitive performances are typically measured under laboratory conditions, in which individuals cannot observe others. Under natural conditions, however, observational learning would allow individuals with poorer cognitive abilities to improve their performance by copying the choices of more skilled individuals. Learning in groups would thus reduce differences in individual performance and, as such, might contribute to maintaining variability in cognitive abilities. Here, we carried out an experiment with zebra finches (Taeniopygia guttata) that were subjected to 3 associative learning tests, differing in terms of access to and complexity of public information. We found that the difference in learning performance between the fast and slow learners in the individual learning task was no longer significant when the slow learners had access to public information, but only if they received the same reward as their partner when choosing the same option. Thus, our study confirms that zebra finches tend to copy others’ decisions that perform better, and hence strongly suggests that individual variation in cognitive performance, when tested in isolation, may not accurately reflect actual foraging success in a natural social setting. In species that forage in groups and use social information, our findings thus might contribute to explaining i) the maintenance of individual differences in cognitive abilities, and ii) why cognitive performances are not necessarily used as mate choice criteria. To better understand the evolution of animal cognition, future studies will thus need to identify which are the relevant cognitive abilities on which selection may act and measure individuals’ cognitive performance in their natural environment. © 2025",Cited by: 0,10.1016/j.beproc.2025.105170,fitness; foraging behavior; individual variation; learning; mate choice; passerine; social behavi...;Animal; Cognition; Female; Finches; Individuality; Male; Reward,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521397,Is mate-choice copying a female phenomenon?,2025,NA,NA,Evolution and Human Behavior,NA,46,1,NA,"Bowers, Robert Ian and Pınar, Verda and Sarıyıldız, Selime Selay and Parlak, Duru",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214582688&doi=10.1016%2Fj.evolhumbehav.2025.106653&partnerID=40&md5=324ea7396fc0efbf1dc19ef43f1dd7ce,NA,NA,NA,"Mate-choice copying is where the probability of being chosen as a mate increases when there is evidence that others have already chosen that mate. Previous studies have shown that humans of both sexes are subject to such effects. This study asks whether the sexes differ in the extent that they are so affected, raising several considerations that push expectations in either direction. University students (N = 243) rated profile cards about real daters obtained from a prior speed dating event. Profiles included positive, negative or mixed mate choice information about the daters. Both males and females changed their ratings in the direction of others' choices, and to comparable extents. These ratings changes correlated with neither rejection sensitivity nor attachment style scale scores. The present results challenge theories that lead to the expectation that human females will rely more heavily than males on social mate-choice heuristics, and loan credence to several factors that motivate expectation of no sex difference in mate-choice copying. © 2025 Elsevier Inc.",Cited by: 1,10.1016/j.evolhumbehav.2025.106653,NA,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521398,Sexual Selection,2025,NA,NA,Encyclopedia of Evolutionary Biology,NA,NA,NA,V4 - 466,"Jones, Adam Gregory and Henshaw, Jonathan M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028830712&doi=10.1016%2FB978-0-443-15750-9.00002-1&partnerID=40&md5=89d8233d82c05005ad78fdefce2bb192,NA,NA,NA,"Many species possess weapons and ornaments that appear to be useful only to fight over or attract potential mates. An enduring challenge has been to explain the origin and maintenance of these sorts of traits. Charles Darwin proposed that these traits evolved because they allowed their bearers to outcompete rivals in competition for mates and thereby to leave more offspring in the next generation. Darwin called this type of selection “sexual selection,” an idea that remained controversial and poorly understood for at least a hundred years after Darwin proposed it. Substantial, rapid progress in the study of sexual selection occurred in the 20th century, especially from the 1970s onward, spurred by developments in sexual selection theory. This article reviews the ideas that have directed sexual selection research over the past few decades, with a particular focus on factors affecting the strength of sexual selection and the evolution of weapons, ornaments, and mating preferences. © 2026 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",Cited by: 0,10.1016/B978-0-443-15750-9.00002-1,Artificial intelligence; Learning systems; Anisogamy; Bateman gradient; Cryptic choice; Direct be...,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521399,Divergent sensory transcriptomic profiles in positive and negative learning in Bicyclus Anynana butterflies,2025,NA,NA,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",NA,NA,NA,NA,"Ter, Yi Ting and Westerman, Erica L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019549537&doi=10.1007%2Fs00359-025-01771-4&partnerID=40&md5=71486df4775bd89df3d175569c325f43,NA,NA,NA,"Mate preference learning, where individuals learn to prefer or avoid specific phenotypes during mate selection, is pervasive across animal taxa and influences reproductive isolation and trait evolution. Despite its significance, the genetic basis underlying the associated valence attribution (whether to prefer or avoid) remains largely unclear. Both in terms of what genes are associated with attributing valence, and whether valence attribution is associated with transcriptional changes in both sensory tissues and neural circuits in the brain, or is restricted to the brain. Here, we investigate the neurogenomic basis of positive and negative mate preference learning using Bicyclus anynana butterflies. We put females in positive or negative training scenarios, as well as a naïve control, and compared their transcriptomic profiles across three tissues: antennae, eyes, and brain using RNA-sequencing. Our results reveal tissue-specific transcriptional responses, with the antennae showing higher transcriptomic changes during negative training and the eyes showing higher transcriptomic changes during positive training, relative to the naïve control, indicating that valence attribution during learning may not be restricted to transcriptional changes in the brain. We identified a subset of genes in each tissue whose expression patterns changed with valence, as well as genes previously linked to classical conditioning pathways, supporting the hypothesis that imprinting-like learning and classical conditioning share molecular mechanisms. Our findings suggest that valence attribution in mate preference learning involves tissue-specific transcriptional responses in sensory and brain tissues, emphasising the role of peripheral sensory systems in modulating learned mate preferences. © The Author(s) 2025.",Cited by: 0; All Open Access; Hybrid Gold Open Access,10.1007/s00359-025-01771-4,NA,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521400,Evolutionary Aspects of Sperm Physiology and Its Assessment,2025,NA,NA,Methods in Molecular Biology,NA,2897,NA,29 - 41,"Roldán, Eduardo Raúl S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003306694&doi=10.1007%2F978-1-0716-4406-5_2&partnerID=40&md5=8a386e9b7d7912506a46e7ad9c05afc9,NA,NA,NA,"Diversity in sperm morphology and performance could be explained by differences in molecular and cellular mechanisms that underlie the processes of sperm formation in the testis and maturation in the epididymis. Furthermore, there are additional differences in mechanisms that prepare the sperm for fertilization, once they are transferred to the female tract. Another level of understanding of sperm diversity requires the analysis of selective forces mainly related to post-copulatory sexual selection. Sperm competition and cryptic female choice have been identified as important agents driving the evolution of sperm morphology and function. Learning about mechanisms and selective forces is crucial for the design of tests to assess sperm quality, either in a clinical context or to probe their fertilizing capacity in assisted reproduction or reproductive biotechnologies. In addition, this will be important to understand the impact on fertility of new pharmaceuticals or environmental factors. © The Author(s), under exclusive license to Springer Science+Business Media, LLC, part of Springer Nature 2025.",Cited by: 0,10.1007/978-1-0716-4406-5_2,adult; chapter; commercial phenomena; drug development; drug toxicity; environmental factor; epid...,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521401,Fear of mating out (FOMO): voyeurism does not increase mating propensity in fruit flies,2024,NA,NA,Scientific Reports,NA,14,1,NA,"Vega-Trejo, Regina and Sanghvi, Krish and Todorova, Biliana and Sepil, Irem and Bath, Eleanor",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213697880&doi=10.1038%2Fs41598-024-83465-6&partnerID=40&md5=12186aee68ad15e658de927a13848f1c,NA,NA,NA,"Mate availability and social information can influence mating behaviour in both males and females. Social information obtained from conspecifics can influence mate choice, particularly shown by studies on mate choice copying. However, the role of directly observing conspecific mating on mating behaviour has been less explored. As such, whether conspecifics are copulating or not could inform ‘observers’ about the availability of mates, or even stimulate observers to mate themselves. Using Drosophila melanogaster, we tested whether exposure to the visual cue of a mating pair would increase the mating propensity of an observer pair (i.e., voyeur). We followed a factorial design where a male-female pair (voyeur flies) were placed together with or without visual access to another pair of flies (who were either mating or not mating). We found no evidence that mating latency or duration of mating were affected by whether voyeurs had visual access to a mating or non-mating pair. These results could be due to biological factors (e.g., use of other non-visual cues by flies to acquire information related to sex), or methodological limitations of our study (e.g., flies unable to watch other pairs). Generally, our results suggest that fruit flies do not use visual cues from conspecifics mating to adjust their own mating latency or mating duration. © The Author(s) 2024.",Cited by: 1; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,10.1038/s41598-024-83465-6,animal; association; Drosophila melanogaster; fear; female; male; mate choice; physiology; sexual...;Animal; Sexual Behavior;Animal,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521402,Using neural style transfer to study the evolution of animal signal design: A case study in an ornamented fish,2024,NA,NA,Ecological Informatics,NA,84,NA,NA,"Héjja-Brichard, Yseult and Million, Kara M. and Renoult, Julien Pierre and Mendelson, Tamra C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208463902&doi=10.1016%2Fj.ecoinf.2024.102881&partnerID=40&md5=c105603845ce779c74cf215b2541f8e5,NA,NA,NA,"The sensory drive hypothesis of animal signal evolution describes how animal communication signals and preferences evolve as adaptations to local environments. While classical approaches to testing this hypothesis often focus on preference for one aspect of a signal, deep learning techniques like generative models can create and manipulate stimuli without targeting a specific feature. Here, we used an artificial intelligence technique called neural style transfer to experimentally test preferences for color patterns in a fish. Findings in empirical aesthetics show that humans tend to prefer images with the visual statistics of the environment because the visual system is adapted to process them efficiently, making those images easier to process. Whether this is the case in other species remains to be tested. We therefore manipulated how similar or dissimilar male body patterns were to their habitats using the Neural Style Transfer (NST) algorithm. We predicted that males whose body patterns are more similar to their native habitats will be preferred by conspecifics. Our findings suggest that both males and females are sensitive to habitat congruence in their preferences, but to different extents, requiring additional investigation. Nonetheless, this study demonstrates the potential of artificial intelligence for testing hypotheses about animal communication signals. © 2024 The Authors",Cited by: 1; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,10.1016/j.ecoinf.2024.102881,artificial intelligence; color morph; hypothesis testing; machine learning; mate choice; ornament...,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521403,Sex-specific discrimination of familiar and unfamiliar mates in the Tokay gecko,2024,NA,NA,Animal Cognition,NA,27,1,NA,"Verger, Marie Ornélia and Devillebichot, Maëlle and Ringler, Eva and Szabo, Birgit",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200828466&doi=10.1007%2Fs10071-024-01896-0&partnerID=40&md5=9443c8342d0be0b8b0d33e90667d7697,NA,NA,NA,"Social animals need to keep track of other individuals in their group to be able to adjust their behaviour accordingly and facilitate group cohesion. This recognition ability varies across species and is influenced by cognitive capacities such as learning and memory. In reptiles, particularly Squamates (lizards, snakes, and worm lizards), chemical communication is pivotal for territoriality, reproduction, and other social interactions. However, the cognitive processes underlying these social interactions remain understudied. In our study, we examined the ability of male and female Tokay geckos (Gekko gecko) to chemically differentiate familiar and unfamiliar mating partners. Our findings suggest that both sexes can make this distinction, with males responding more to the odour of a familiar mate, and females responding more to unfamiliar mates. The lizards maintained their discriminatory abilities for two to three weeks but not up to six weeks after separation. This research highlights the efficacy of using odours as social stimuli for investigating social cognition in lizards, a promising avenue to better understand social cognition in these animals. © The Author(s) 2024.",Cited by: 1; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,10.1007/s10071-024-01896-0,fragrance; animal; female; lizard; male; perceptive discrimination; physiology; recognition; sexu...;Psychological; Female; Lizards; Male; Odorants; Recognition;Psychology; Sexual Behavior;Animal,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521404,Generalization Increases the Adaptive Value of Mate Choice Copying When Immediate Copying Is Costly,2024,NA,NA,Humans,NA,4,4,340 - 350,"Kushnick, Geoff C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012386242&doi=10.3390%2Fhumans4040022&partnerID=40&md5=2c43b4cb89a96b90a92e6fe0c9047c4a,NA,NA,NA,"When assessing potential mates is costly, there will be selection for copying others. Mate choice copying, which is the increased chance of mating with another individual after observing them mating with someone else (i.e., individual-based copying), has been documented in several species, including humans. It is touted as an example of the influence of culture on animal and human mating, but alone it is unlikely to lead the cultural evolution of mating. Rather, it requires mate choice copying with generalization (i.e., trait-based copying), which is the effect of immediate observations on future mating. This sort of mate choice copying has been documented in six species, including humans. Here, I extend an existing game theory model of mate choice copying to include generalization (Extension 1), a cost to immediate copying (Extension 2), and both previous extensions (Extension 3). The results show that Extensions 1 and 2 decrease the adaptive value of mate choice copying when compared to the original model. Extension 3 suggests that adding generalization to mate choice copying with a cost to immediate copying is a more likely evolutionary trajectory than adding it to mate choice copying without this cost. These results have implications for illuminating the emergence of the cultural evolution of mating preferences. © 2024 by the author.",Cited by: 0; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,10.3390/humans4040022,NA,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521405,Social and auditory experience shapes forebrain responsiveness in zebra finches before the sensitive period of vocal learning,2024,NA,NA,Journal of Experimental Biology,NA,227,21,NA,"Schroeder, Katie M. and Remage-Healey, Luke",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207663992&doi=10.1242%2Fjeb.247956&partnerID=40&md5=d662708dfe84d81b267cb5616b17e515,NA,NA,NA,"Early-life experiences with signals used in communication are instrumental in shaping an animal’s social interactions. In songbirds, which use vocalizations for guiding social interactions and mate choice, recent studies show that sensory effects on development occur earlier than previously expected, even in embryos and nestlings. Here, we explored the neural dynamics underlying experience-dependent song categorization in young birds prior to the traditionally studied sensitive period of vocal learning that begins around 3 weeks post-hatch. We raised zebra finches either with their biological parents, cross-fostered by Bengalese finches beginning at embryonic day 9, or with only the non-singing mother from 2 days post-hatch. Then, 1–5 days after fledging, we conducted behavioral experiments and extracellular recordings in the auditory forebrain to test responses to zebra finch and Bengalese finch songs. Auditory forebrain neurons in cross-fostered and isolated birds showed increases in firing rate and decreases in responsiveness and selectivity. In cross-fostered birds, decreases in responsiveness and selectivity relative to white noise were specific to conspecific song stimuli, which paralleled behavioral attentiveness to conspecific songs in those same birds. This study shows that auditory and social experience can already impact song ‘type’ processing in the brains of nestlings, and that brain changes at this age can portend the effects of natal experience in adults. © 2024. Published by The Company of Biologists Ltd.",Cited by: 3; All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,10.1242/jeb.247956,animal; auditory stimulation; female; finch; forebrain; hearing; learning; male; physiology; soci...;Animal,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521406,Mate-choice copying accelerates species range expansion,2024,NA,NA,Proceedings of the Royal Society B: Biological Sciences,NA,291,2029,NA,"Sapage, Manuel and Santos, Mauro and Matos, Margarida and Schlupp, Ingo B. and Varela, Susana A.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201916771&doi=10.1098%2Frspb.2024.1201&partnerID=40&md5=8643197d9c4bf8def563dac4b675228e,NA,NA,NA,"Mate-choice copying is a type of social learning in which females can change their mate preference after observing the choice of others. This behaviour can potentially affect population evolution and ecology, namely through increased dispersal and reduced local adaptation. Here, we simulated the effects of mate-choice copying in populations expanding across an environmental gradient to understand whether it can accelerate or retard the expansion process. Two mate-choice copying strategies were used: (i) when females target a single individual and (ii) when females target similar individuals. We also simulated cases where the male trait singled out by females with mate choice maps perfectly onto his genotype or is influenced by genotype-by-environment interactions. These rules have different effects on the results. When a trait is determined by genotype alone, populations where copier females target all similar males expand faster and the number of potential copiers increased. However, when preference is determined by genotype-by-environment interactions, populations where copier females target a single male had higher dispersal and also expand faster, but the potential number of copiers decreases. The results show that mate-choice copying can accelerate the expansion process, although its adaptiveness depends on the information animals use in different contexts. © 2024 The Author(s).",Cited by: 0; All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,10.1098/rspb.2024.1201,animal; environmental gradient; genotype; individualism; local adaptation; mate choice; populatio...,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521407,The neurodevelopmental genes alan shepard and Neuroglian contribute to female mate preference in African Drosophila melanogaster,2024,NA,NA,Journal of Evolutionary Biology,NA,37,8,877 - 890,"Roy, Paula R. and Castillo, Dean M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200326340&doi=10.1093%2Fjeb%2Fvoae074&partnerID=40&md5=f07bc52dbd04b8606e949f61e6dac35a,NA,NA,NA,"Mate choice is a key trait that determines fitness for most sexually reproducing organisms, with females often being the choosy sex. Female preference often results in strong selection on male traits that can drive rapid divergence of traits and preferences between lineages, leading to reproductive isolation. Despite this fundamental property of female mate choice, very few loci have been identified that contribute to mate choice and reproductive isolation. We used a combination of population genetics, quantitative complementation tests, and behavioural assays to demonstrate that alan shepard and Neuroglian contribute to female mate choice, and could contribute to partial reproductive isolation between populations of Drosophila melanogaster. Our study is among the first to identify genes that contribute to female mate preference in this historically important system, where female preference is an active premating barrier to reproduction. The identification of loci that are primarily known for their roles in neurodevelopment provides intriguing questions of how female mate preference evolves in populations via changes in sensory system and higher learning brain centres. © The Author(s) 2024.",Cited by: 1; All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,10.1093/jeb/voae074,brain; courtship; divergence; fitness; fly; gene; mate choice; nervous system; preference behavio...;Animal; Reproductive Isolation,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521408,A social learning primacy trend in mate-copying: an experiment in Drosophila melanogaster,2024,NA,NA,Royal Society Open Science,NA,11,6,NA,"Araújo, Ricardo Santiago and Nöbel, Sabine and Antunes, Diogo F. and Danchin, Etienne G.J. and Isabel, Guillaume",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201639389&doi=10.1098%2Frsos.240408&partnerID=40&md5=3c6a644b150e8cacbe0f41fbe4c702f6,NA,NA,NA,"Social learning is learning from the observation of how others interact with the environment. However, in nature, individuals often need to process serial social information and may favour either the most recent information (recency bias), constantly updating knowledge to match the environment, or the information that appeared first in the series (primacy bias), which may slow down adjustment to environmental change. Mate-copying is a widespread form of social learning in a mate choice context related to conformity in mate choice, and where a naive individual develops a preference for a given mate (or mate phenotype) seen being chosen by conspecifics. Mate-copying is documented in most vertebrate taxa and in the fruit fly Drosophila melanogaster. Here, we tested experimentally whether female fruit flies show a primacy or a recency bias by presenting pictures of a female copulating with one of two contrastingly coloured male phenotypes. We found that after two sequential contradictory demonstrations, females show a tendency to prefer males of the phenotype preferred in the first demonstration, suggesting that mate-copying in D. melanogaster is not based on the most recently observed mating and may be influenced by a form of primacy bias. © 2024 The Authors.",Cited by: 0; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,10.1098/rsos.240408,NA,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521409,Cohabitation with receptive females under D2-type agonism in adulthood restores partner preference and brain dimorphism in the SDN-POA following neonatal gonadectomy in male rats,2024,NA,NA,Psychoneuroendocrinology,NA,163,NA,NA,"Barradas-Moctezuma, Miriam and Herrera-Covarrubias, Deissy and García-Hernández, Luis Isauro and Carrillo, Porfirio and Pérez-Estudillo, César Antonio and Manzo, J. and Pfaus, James G. and Coria-Avila, Genaro A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185887269&doi=10.1016%2Fj.psyneuen.2024.106988&partnerID=40&md5=645dfe942a44898022136035298edf7a,NA,NA,NA,"Perinatal testosterone, or its metabolite estradiol, organize the brain toward a male phenotype. Male rodents with insufficient testosterone during this period fail to display sexual behavior and partner preference for receptive females in adulthood. However, cohabitation with non-reproductive conspecifics under the influence of a D2 agonist facilitates the expression of conditioned partner preference via Pavlovian learning in gonadally intact male rats. In the present experiment, three groups of neonatal PD1 males (N = 12/group) were either gonadectomized (GDX), sham-GDX, or left intact and evaluated for social preferences and sexual behaviors as adults. We then examined whether the effects of GDX could be reversed by conditioning the males via cohabitation with receptive females under the effects of the D2 agonist quinpirole (QNP) or saline, along with the size of some brain regions, such as the sexually dimorphic nucleus of the preoptic area (SDN-POA), suprachiasmatic nucleus (SCN), posterior dorsal medial amygdala (MeApd) and ventromedial hypothalamus (VMH). Results indicated that neonatal GDX resulted in the elimination of male-typical sexual behavior, an increase in same-sex social preference, and a reduction of the area of the SDN-POA. However, GDX-QNP males that underwent exposure to receptive females in adulthood increased their social preference for females and recovered the size in the SDN-POA. Although neonatal GDX impairs sexual behavior and disrupts partner preference and brain dimorphism in adult male rats, Pavlovian conditioning under enhanced D2 agonism ameliorates the effects on social preference and restores brain dimorphism in the SDN-POA without testosterone. © 2024 Elsevier Ltd",Cited by: 0,10.1016/j.psyneuen.2024.106988,dopamine; dopamine 2 receptor stimulating agent; testosterone; quinpirole; adult; adulthood; anim...,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521410,Social reinforcement guides operant behaviour and auditory learning in a songbird,2024,NA,NA,Animal Behaviour,NA,210,NA,127 - 137,"Macêdo-Lima, Matheus and Fernández-Vargas, Marcela and Remage-Healey, Luke",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186068899&doi=10.1016%2Fj.anbehav.2024.01.026&partnerID=40&md5=9a42edcc09a5b670aca88a6574da49e6,NA,NA,NA,"Motivation to seek social interactions is inherent to all social species. For instance, even with risk of disease transmission in a recent pandemic, humans sought out frequent in-person social interactions. In other social animals, socialization can be prioritized even over water or food consumption. Zebra finches, Taeniopygia guttata, are highly gregarious songbirds widely used in behavioural and physiological research. Songbirds, like humans, are vocal learners during development, which rely on intense auditory learning. Aside from supporting song learning, auditory learning further supports individual identification, mate choice and outcome associations in songbirds. To study auditory learning in a laboratory setting, studies often employ operant paradigms with food restriction and reinforcement and require complete social isolation, which can result in stress and other unintended physiological consequences for social species. Thus, in this work, we designed an operant behavioural method leveraging the sociality of zebra finches for goal-directed behaviours. Our approach relies on visual social reinforcement, without depriving the animals of food or social contact. Using this task, we found that visual social reinforcement was a strong motivational drive for operant behaviour. Motivation was sensitive to familiarity towards the stimulus animal and higher when engaging with a familiar versus a novel individual. We further show that this tool can be used to assess auditory discrimination learning using either songs or synthetic pure tones as stimuli. As birds gained experience in the task, they developed a strategy to maximize reward acquisition in spite of receiving more punishment, i.e. liberal response bias. Our operant paradigm provides an alternative to tasks using food reinforcement and could be applied to a variety of highly social species, such as rodents and nonhuman primates. © 2024 The Association for the Study of Animal Behaviour",Cited by: 0; All Open Access; Green Accepted Open Access; Green Open Access,10.1016/j.anbehav.2024.01.026,behavioral response; disease transmission; learning; mate choice; songbird,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521411,Aesthetic preference for artificially selected color variant affects mate choice copying behavior in female Poecilia latipinna,2024,NA,NA,PLoS ONE,NA,19,3,NA,"MacLaren, Ronald David",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188948579&doi=10.1371%2Fjournal.pone.0298171&partnerID=40&md5=054d2fd6e9050723950920f97ee7ef22,NA,NA,NA,"Three experiments were conducted examining whether an artificially selected “gold” color variant in female “models” affects mate choice copying behavior in sailfin mollies (Poecilia latipinna). Experiment I consisted of a pair of female preference assays, first assessing preference for male body size, followed by a mate choice copying assay that paired a model female with the smaller, non-preferred male from the initial preference test. Female subjects were divided into three groups that used either a wildtype female model, an artificially selected “gold” variant (cultivated within the aquarium fish trade) model, or control wherein no model was presented. Results showed females consistently copied the model’s choice, switching preferences from the larger to smaller male when paired with a model regardless of color. In the second experiment wildtype females were presented with a pair of size-matched dummy males both of which paired with model females (one gold and the other wild type). Subjects consistently preferred the male previously paired with the gold- over the male with the wildtype-model, suggesting pre-existing sensory/perceptual biases may have affected their mate choice copying behavior. Previous studies have offered evidence for the spread of novel traits in males via sensory exploitation. However, these results indicate such biases may influence courtship behavior in circumstances where the novel trait is expressed in females as well. For the third experiment, wildtype females were presented with a choice between gold vs wildtype dummy males, the results of which revealing significant preferences for gold. In a follow-up assay pairing a wild type model with the non-preferred wildtype male, females maintained their preference for gold males despite the conflicting social driver of mate choice copying. These data offer evidence for the existence of a perceptual/cognitive bias in the context of mate choice copying, favoring the gold phenotype and/or novelty in general. © 2024 Ronald David MacLaren. This is an open access article distributed under the terms of the Creative Commons Attribution License,",Cited by: 3; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,10.1371/journal.pone.0298171,animal behavior; animal experiment; Article; body size; cognitive bias; courtship; experimental b...;Animal; Reproduction; Sexual Behavior;Animal,NA,NA
SCO_04_DaviesEtAlOriginalRayyanFormatted.csv,rayyan-471521412,How can Artificial Intelligence Teammates Know What Humans Want? Using Eye-Tracking Data to Infer Human Preferences in Game-Theoretic Decision Tasks,2024,NA,NA,Proceedings of the Human Factors and Ergonomics Society,NA,68,1,1542 - 1548,"Baber, Chris and Acharya, Aditya and Howes, Andrew John and Cassenti, Daniel N. and Yu, Alfred B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214829186&doi=10.1177%2F10711813241266833&partnerID=40&md5=e5629904669e6e822a7f6934deada027,NA,NA,NA,"For human-agent teams, it is as important for agents to have models of their human teammates as it is for humans to have models of their agent teammates. However, approaches to knowledge elicitation have wrestled with the problem of capturing human knowledge when much of it is tacit and difficult to verbalize. By observing the choices that people make under different conditions we can infer the choice structure they appear to be following. In this way, observations could allow the agent to predict its human team-mates’ choices and actions. We report an experiment in which eye-tracking is used to capture choices in a constrained task and then develop a decision model that can replicate aspects of these choices. We propose that such a model can support human-agent teams by enabling inferences of some aspects of human decision-making. © 2024 Human Factors and Ergonomics Society.",Cited by: 1; All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,10.1177/10711813241266833,Adversarial machine learning; Chatbots; Decision theory; Reinforcement learning; Condition; Decis...,NA,NA
